bikeid,type,lon,lat
0210043869,classical,121.500373,31.135454
0210032678,classical,121.189026,31.226433
0210032675,classical,121.565441,31.254346
0210032674,classical,121.526106,31.17512
0210032677,classical,121.435103,31.2638
0210032676,classical,121.658641,31.185319
0210032671,classical,121.451069,31.180441
0210032670,classical,121.437222,31.294004
0210043866,classical,121.317877,31.163995
0210043867,classical,121.649194,31.273068
0210052207,classical,121.481811,31.245941
0210052202,classical,121.394015,31.227384
0210052200,classical,121.484603,31.232606
0210052201,classical,121.199914,31.047179
0210044079,classical,121.416616,31.244054
0210044072,classical,121.495332,31.349715
0210044071,classical,121.292044,31.340824
0210044075,classical,121.427179,31.268524
0210040988,classical,121.274927,31.260071
0210040983,classical,121.323981,31.289357
0210040980,classical,121.345762,31.417932
0210040981,classical,121.349384,31.357448
0210040986,classical,121.374207,31.183142
0210036959,classical,121.572892,31.346874
0210026438,classical,121.666728,31.16325
0210026439,classical,121.245219,31.056577
0210026436,classical,121.524178,31.298667
0210036956,classical,121.555693,31.311605
0210036957,classical,121.474468,31.272343
0210026432,classical,121.362593,31.428311
0210036951,classical,121.302716,31.265645
0210026430,classical,121.340024,31.273285
0210036953,classical,121.43815,31.247928
0210026381,classical,121.343417,31.311335
0210026382,classical,121.566665,31.307186
0210041168,classical,121.394542,31.257717
0210026384,classical,121.358393,31.348045
0210026385,classical,121.40742,31.321537
0210026386,classical,121.401728,31.451675
0210026387,classical,121.21664,31.349304
0210041163,classical,121.364574,31.385693
0210033202,classical,121.34244,31.150882
0210033200,classical,121.246641,31.213133
0210041167,classical,121.483155,31.345432
0210033206,classical,121.396428,31.122706
0210041165,classical,121.53593,31.308671
0210041164,classical,121.377508,31.308649
0210041298,classical,121.340335,31.127831
0210023098,classical,121.358229,31.147088
0210023096,classical,121.414858,31.223382
0210041297,classical,121.315852,31.153243
0210023094,classical,121.511268,31.291252
0210041291,classical,121.274488,31.229691
0210023092,classical,121.418832,31.138129
0210023091,classical,121.588666,31.026516
0210023090,classical,121.922596,30.884061
0210039329,classical,121.46989,31.371049
0210039326,classical,121.222345,31.231304
0210039327,classical,121.317661,31.309579
0210039324,classical,121.341299,31.292223
0210039325,classical,121.535994,31.112088
0210039323,classical,121.230656,31.159894
0210039320,classical,121.354225,31.278979
0210041838,classical,121.538201,31.271383
0210041831,classical,121.512591,31.326757
0210041830,classical,121.328241,31.271145
0210041833,classical,121.445222,31.128829
0210041832,classical,121.374607,31.355434
0210041834,classical,121.296209,30.991255
0210041836,classical,121.319667,31.011453
0210012619,classical,121.45615,31.273336
0210012615,classical,121.405173,31.404557
0210012614,classical,121.362434,31.285773
0210012616,classical,121.483504,31.40637
0210012610,classical,121.451835,31.136553
0210012613,classical,121.371526,31.228787
0210020016,classical,121.295439,31.273306
0210020017,classical,121.306878,31.203898
0210020014,classical,121.471589,31.045856
0210020012,classical,121.43572,31.379359
0210020013,classical,121.242751,31.280717
0210020010,classical,121.371721,31.150336
0210020011,classical,121.446843,31.251361
0210020018,classical,121.095801,31.173177
0210039818,classical,121.390235,31.178108
0210039819,classical,121.556304,31.270825
0210039814,classical,121.364223,31.267244
0210039816,classical,121.392308,31.26254
0210039817,classical,121.44541,31.117994
0210039810,classical,121.336632,31.393002
0210039811,classical,121.526998,31.256029
0210039812,classical,121.354127,31.107739
0210014510,classical,121.374479,31.148873
0210014511,classical,121.457975,31.350966
0210043471,classical,121.303656,31.270166
0210043470,classical,121.463794,31.271103
0210014514,classical,121.385904,31.307823
0210014516,classical,121.296122,31.299408
0210014517,classical,121.310421,31.10698
0210014518,classical,121.167807,31.105377
0210014519,classical,121.363799,31.180299
0210043479,classical,121.526457,31.33186
0210043478,classical,121.384857,31.143688
0210048223,classical,121.387278,31.172343
0210048221,classical,121.379101,31.228441
0210048227,classical,121.418237,31.084618
0210048226,classical,121.511727,31.194273
0210048224,classical,121.358107,31.244013
0210048229,classical,121.434539,31.241934
0210048228,classical,121.373753,31.149784
0210025144,classical,121.247772,31.30673
0210025143,classical,121.280648,31.156833
0210025142,classical,121.50321,31.389358
0210025149,classical,121.434045,31.374282
0210025148,classical,121.697327,31.236685
0210013988,classical,121.735319,31.07467
0210013989,classical,121.592707,31.344663
0210013986,classical,121.483398,31.162048
0210013984,classical,121.480093,31.256284
0210013982,classical,121.522742,31.332017
0210013983,classical,121.203481,31.123524
0210013980,classical,121.43937,31.268866
0210013981,classical,121.521667,31.258477
0210029820,classical,121.462799,31.25223
0210024813,classical,121.5222,31.169421
0210029822,classical,121.458549,31.13342
0210029823,classical,121.379396,31.258233
0210024816,classical,121.458082,31.350878
0210029825,classical,121.309358,31.24855
0210029826,classical,121.514266,31.307836
0210023844,classical,121.692981,31.190845
0210029829,classical,121.415027,31.274698
0210023846,classical,121.259317,31.158474
0210023847,classical,121.274232,31.139659
0210023841,classical,121.57145,31.266745
0210023843,classical,121.389286,31.262431
0210052480,classical,121.393047,31.228588
0210044433,classical,121.437872,31.146148
0210025851,classical,121.278047,31.274773
0210025853,classical,121.21375,31.341297
0210010986,classical,121.541193,31.283783
0210010984,classical,121.590481,31.272647
0210010981,classical,121.416165,31.356959
0210010980,classical,121.38493,31.144054
0210053808,classical,121.387942,31.208418
0210053803,classical,121.449582,31.329753
0210028878,classical,121.422343,31.225127
0210053801,classical,121.523887,31.30972
0210045412,classical,121.555803,31.311535
0210028870,classical,121.283565,31.116415
0210045416,classical,121.441487,31.331942
0210028872,classical,121.543981,31.368947
0210028873,classical,121.548708,31.341786
0210032135,classical,121.274838,31.004561
0210027569,classical,121.569829,31.340855
0210027568,classical,121.601481,31.271483
0210027567,classical,121.403701,31.298239
0210027566,classical,121.550878,31.150957
0210027565,classical,121.230822,31.052189
0210027564,classical,121.573076,31.241137
0210027561,classical,121.277678,31.386987
0210053117,classical,121.460206,31.261524
0210024038,classical,121.285506,31.173521
0210024039,classical,121.303403,31.270807
0210024035,classical,121.263056,31.199895
0210024036,classical,121.56469,31.250355
0210024031,classical,121.318381,31.260675
0210024032,classical,121.369268,31.291739
0210012128,classical,121.248934,31.389011
0210047749,classical,121.324386,31.169825
0210047748,classical,121.424712,31.10257
0210047745,classical,121.343345,31.401059
0210047741,classical,121.451431,31.245752
0210047740,classical,121.210984,31.264447
0210047743,classical,121.305778,31.150463
0210047742,classical,121.333197,31.257057
0210052444,classical,121.55652,31.311385
0210052445,classical,121.469167,31.235694
0210052447,classical,121.199821,31.047124
0210052441,classical,121.469611,31.284168
0210052442,classical,121.418077,31.279753
0210052443,classical,121.519915,31.269928
0210012552,classical,121.33173,31.22661
0210037449,classical,121.344031,31.279764
0210012551,classical,121.623834,31.330999
0210012556,classical,121.555807,31.326491
0210052449,classical,121.199754,31.047095
0210012554,classical,121.551521,30.993573
0210045456,classical,121.375046,31.260049
0210045454,classical,121.274271,31.111266
0210045452,classical,121.372974,31.354721
0210045459,classical,121.378504,31.160563
0210037445,classical,121.530442,31.371426
0210042076,classical,121.391372,31.062427
0210045366,classical,121.406964,31.304923
0210052998,classical,121.444534,31.155483
0210037441,classical,121.501833,31.251721
0210052994,classical,121.391205,31.090613
0210052995,classical,121.656508,31.206941
0210052992,classical,121.431019,31.370433
0210052993,classical,121.279761,31.225858
0210052990,classical,121.435961,31.177787
0210045360,classical,121.478829,31.306224
0210050592,classical,121.27727,31.160812
0210050594,classical,121.431688,31.309547
0210050596,classical,121.36022,31.240777
0210050597,classical,121.315821,31.213104
0210011113,classical,121.449617,31.344263
0210050599,classical,121.452283,31.265965
0210011111,classical,121.524077,31.308016
0210011117,classical,121.525085,31.293726
0210011115,classical,121.337277,31.342035
0210040212,classical,121.413442,31.191891
0210040210,classical,121.384141,31.258578
0210040211,classical,121.20984,31.23519
0210040216,classical,121.276158,31.111346
0210040217,classical,121.429701,31.351147
0210040215,classical,121.419462,31.13183
0210028830,classical,121.280264,31.339769
0210028833,classical,121.29234,31.14089
0210027826,classical,121.130141,31.25011
0210027824,classical,121.388305,31.380687
0210028837,classical,121.3105,31.124875
0210046905,classical,121.374829,31.2481
0210046906,classical,121.315005,31.197372
0210046907,classical,121.361769,31.274349
0210046900,classical,121.44008,31.132119
0210046901,classical,121.412372,31.377869
0210046903,classical,121.421989,31.029693
0210046908,classical,121.539354,31.055187
0210046909,classical,121.417894,31.334082
0210053506,classical,121.42319,31.330324
0210044469,classical,121.463087,31.320346
0210044468,classical,121.489592,31.148946
0210044465,classical,121.336051,31.066345
0210044467,classical,121.368931,31.185713
0210044466,classical,121.3969,31.178954
0210044461,classical,121.272871,31.240423
0210044460,classical,121.450966,31.355623
0210034943,classical,121.272226,31.322146
0210034942,classical,121.514279,31.191878
0210010792,classical,121.372461,31.309313
0210010793,classical,121.404956,31.186661
0210010795,classical,121.376155,31.151121
0210010798,classical,121.69135,31.173139
0210086997,lite,121.372024,31.351447
0210086998,lite,121.403873,31.225994
0210042100,classical,121.328921,31.263767
0210042101,classical,121.475799,31.043791
0210037410,classical,121.437359,31.179153
0210042103,classical,121.438971,31.188758
0210045336,classical,121.486246,31.347224
0210037417,classical,121.406212,31.446017
0210037414,classical,121.645646,31.237731
0210042107,classical,121.373539,30.99967
0210037418,classical,121.518128,31.373916
0210045339,classical,121.363775,31.252042
0210035306,classical,121.198073,31.024603
0210035307,classical,121.406696,31.122231
0210035301,classical,121.40036,31.10833
0210035302,classical,121.3811,31.003839
0210035303,classical,121.261979,31.020271
0210035308,classical,121.344339,31.094671
0210035309,classical,121.414811,31.261948
0210043273,classical,121.17837,31.079949
0210043272,classical,121.195888,31.190503
0210038302,classical,121.422122,31.405407
0210043278,classical,121.217222,31.416944
0210038309,classical,121.428735,31.342301
0210048021,classical,121.301729,31.273121
0210048023,classical,121.37794,31.095674
0210026963,classical,121.323144,31.148548
0210026964,classical,121.358976,31.261284
0210026965,classical,121.596106,31.070946
0210048027,classical,121.302864,31.207737
0210048026,classical,121.451097,31.042158
0210048028,classical,121.408787,31.12757
0210033467,classical,121.341281,31.227218
0210033466,classical,121.562734,31.176497
0210033465,classical,121.45139,31.352298
0210046175,classical,121.418818,31.080246
0210046174,classical,121.498446,31.223628
0210046177,classical,121.373943,31.357658
0210036456,classical,121.425816,31.317468
0210036451,classical,121.682672,31.233233
0210036453,classical,121.770962,31.211105
0210046172,classical,121.329948,31.341867
0210036459,classical,121.670348,31.284317
0210046178,classical,121.489869,31.413788
0210033799,classical,121.373349,31.371526
0210033798,classical,121.396293,31.352078
0210034169,classical,121.466669,31.256915
0210034168,classical,121.314186,31.151232
0210033795,classical,121.293399,31.140041
0210033796,classical,121.358459,31.428063
0210034163,classical,121.481453,31.24691
0210033790,classical,121.477676,31.307463
0210033793,classical,121.510786,31.073444
0210034160,classical,121.401503,31.276002
0210031108,classical,121.369625,31.37142
0210047229,classical,121.421019,30.999093
0210031102,classical,121.359298,31.316536
0210047223,classical,121.540154,31.297911
0210047220,classical,121.49738,31.219383
0210047221,classical,121.447327,31.185819
0210047226,classical,121.597234,31.259291
0210031107,classical,121.411732,31.030282
0210031104,classical,121.56656,31.133149
0210031105,classical,121.552765,31.076267
0210049049,classical,121.2294,31.104336
0210049040,classical,121.556134,31.077827
0210049042,classical,121.499081,31.376982
0210049043,classical,121.431516,31.288641
0210049044,classical,121.332966,31.266466
0210049045,classical,121.307792,31.150243
0210049046,classical,121.329203,31.11586
0210049047,classical,121.439339,31.135275
0210021758,classical,121.449332,31.392226
0210021759,classical,121.403369,31.256299
0210021757,classical,121.277913,31.205475
0210021754,classical,121.224898,31.231187
0210021753,classical,121.396613,31.314231
0210021750,classical,121.392217,31.395277
0210021751,classical,121.360385,31.377061
0210030471,classical,121.315722,31.301239
0210030470,classical,121.361569,31.247819
0210030475,classical,121.262403,31.376352
0210030474,classical,121.437428,31.323797
0210044502,classical,121.308892,31.220486
0210037940,classical,121.53779,31.331474
0210028221,classical,121.251052,31.279559
0210028220,classical,121.386888,31.396934
0210046778,classical,121.495113,31.207668
0210043301,classical,121.478637,31.270808
0210043300,classical,121.559201,31.156494
0210038956,classical,121.426952,31.174633
0210014404,classical,121.475851,31.3737
0210028229,classical,121.406353,31.282065
0210046772,classical,121.36502,31.145784
0210023441,classical,121.342434,31.284054
0210023443,classical,121.39633,31.240113
0210023445,classical,121.63184,31.164163
0210023446,classical,121.438443,31.216776
0210023448,classical,121.348726,31.316833
0210023449,classical,121.429425,31.141273
0210043306,classical,121.316261,31.208149
0210025727,classical,121.449186,31.334277
0210020930,classical,121.431023,31.041698
0210025725,classical,121.585575,31.235701
0210025724,classical,121.371966,31.26254
0210020935,classical,121.316198,31.406615
0210020934,classical,121.30768,31.433708
0210020937,classical,121.24548,31.345346
0210020936,classical,121.327684,31.12478
0210020939,classical,121.395464,31.347076
0210025729,classical,121.346657,30.983579
0210025728,classical,121.660235,31.198535
0210026191,classical,121.255568,31.275601
0210026190,classical,121.692919,31.115471
0210026194,classical,121.330953,31.225151
0210026197,classical,121.337755,31.228019
0210026196,classical,121.5165,31.318898
0210041417,classical,121.270497,31.243746
0210044420,classical,121.434365,30.984088
0210044423,classical,121.43055,31.171315
0210038841,classical,121.32801,31.246417
0210038843,classical,121.454722,31.044166
0210038845,classical,121.399339,31.139135
0210016214,classical,121.429254,31.109433
0210038848,classical,121.430765,31.088313
0210034905,classical,121.294966,31.185841
0210044424,classical,121.274815,31.190429
0210044427,classical,121.272322,31.177857
0210044426,classical,121.395525,31.208312
0210041531,classical,121.40257,31.227957
0210044429,classical,121.538755,31.271726
0210044682,classical,121.449844,31.162815
0210043903,classical,121.444547,31.152964
0210042669,classical,121.503347,31.399004
0210042668,classical,121.449073,31.307354
0210043902,classical,121.498953,31.210111
0210012790,classical,121.601118,31.342858
0210012791,classical,121.305101,31.242197
0210042663,classical,121.561368,31.135814
0210042662,classical,121.308614,31.293751
0210012794,classical,121.478498,31.268864
0210012795,classical,121.363591,31.365234
0210024139,classical,121.525558,31.159949
0210024138,classical,121.33642,31.220513
0210024135,classical,121.307629,31.029447
0210024134,classical,121.483115,31.29898
0210024137,classical,121.244929,31.210424
0210024130,classical,121.310506,31.455518
0210024133,classical,121.339688,31.388004
0210024132,classical,121.387985,31.026515
0210015070,classical,121.478956,31.333556
0210015075,classical,121.518432,31.378196
0210015076,classical,121.40109,31.280046
0210015078,classical,121.497176,31.373434
0210015079,classical,121.495167,31.307832
0210014300,classical,121.51189,31.226016
0210014304,classical,121.35559,31.295995
0210014307,classical,121.479382,31.345704
0210014309,classical,121.602043,31.333522
0210029989,classical,121.388071,31.21441
0210029987,classical,121.42842,31.370567
0210029986,classical,121.339363,31.299587
0210029985,classical,121.405001,31.294109
0210029984,classical,121.49287,31.308058
0210029983,classical,121.373704,31.376448
0210029982,classical,121.332138,31.157782
0210029981,classical,121.463688,31.424012
0210025262,classical,121.511535,31.308387
0210025260,classical,121.373398,31.388321
0210025264,classical,121.311266,31.061424
0210025265,classical,121.403331,31.350497
0210025268,classical,121.337513,31.400078
0210025269,classical,121.349523,31.210365
0210013824,classical,121.505889,31.282388
0210013827,classical,121.9128,30.910956
0210013826,classical,121.253963,31.269849
0210013821,classical,121.287794,31.195234
0210013820,classical,121.590784,31.342212
0210013829,classical,121.325476,31.393424
0210013828,classical,121.435394,31.125245
0210051997,classical,121.43221,31.306677
0210051994,classical,121.463028,31.320304
0210051992,classical,121.421734,31.23444
0210051991,classical,121.446777,31.129005
0210051990,classical,121.374977,31.216185
0210051999,classical,121.500234,31.269648
0210051998,classical,121.513465,31.218838
0210037133,classical,121.346838,31.13608
0210010554,classical,121.397542,31.342439
0210010556,classical,121.450672,31.223112
0210010558,classical,121.423623,31.129717
0210015295,classical,121.480254,31.311315
0210012244,classical,121.388956,31.320419
0210037134,classical,121.449638,31.164369
0210053638,classical,121.497649,31.282399
0210053639,classical,121.522778,31.258944
0210053630,classical,121.507875,31.254468
0210053631,classical,121.538387,31.262922
0210053634,classical,121.525607,31.257948
0210053635,classical,121.500255,31.272222
0210053637,classical,121.527172,31.26944
0210027249,classical,121.259238,31.082153
0210027240,classical,121.379329,31.295879
0210027241,classical,121.344489,31.370705
0210027246,classical,121.288537,31.108961
0210027247,classical,121.413291,31.371962
0210027244,classical,121.253805,31.422253
0210027245,classical,121.621005,31.268455
0210046378,classical,121.406563,31.292922
0210046373,classical,121.500769,31.353345
0210046372,classical,121.351411,31.296829
0210046371,classical,121.479406,31.311293
0210046370,classical,121.371578,31.36247
0210046376,classical,121.332487,31.130744
0210046375,classical,121.591094,31.071953
0210044208,classical,121.513278,31.281466
0210034365,classical,121.290992,31.327338
0210044204,classical,121.560358,31.071594
0210034367,classical,121.519134,31.066073
0210044206,classical,121.513695,31.148331
0210044201,classical,121.40042,31.142195
0210044200,classical,121.438131,31.298313
0210044203,classical,121.257583,31.061415
0210034362,classical,121.411708,31.19675
0210028118,classical,121.305526,31.285092
0210028112,classical,121.404108,31.0087
0210028111,classical,121.44582,31.165972
0210028116,classical,121.428695,31.286021
0210028114,classical,121.388029,31.244694
0210024601,classical,121.58414,31.293379
0210016041,classical,121.384845,31.285341
0210016043,classical,121.715975,31.160778
0210016045,classical,121.387226,31.309985
0210015539,classical,121.496329,31.274803
0210015531,classical,121.406487,31.123156
0210015533,classical,121.446995,31.18766
0210015532,classical,121.384311,31.172733
0210015535,classical,121.378536,31.207879
0210015534,classical,121.365106,31.200869
0210015537,classical,121.451408,31.353857
0210051568,classical,121.452277,31.260188
0210051566,classical,121.438061,31.298188
0210051564,classical,121.558549,31.272979
0210051565,classical,121.38703,30.989734
0210051562,classical,121.422222,31.30306
0210051563,classical,121.493054,31.308145
0210051560,classical,121.513647,31.17491
0210016546,classical,121.527627,31.284577
0210049208,classical,121.409186,31.355659
0210049209,classical,121.499981,31.163064
0210049206,classical,121.68259,31.144302
0210049204,classical,121.276446,31.237014
0210049202,classical,121.47591,31.247289
0210049203,classical,121.275771,31.277708
0210049200,classical,121.548574,31.170889
0210045552,classical,121.356229,31.14512
0210045551,classical,121.354978,31.352588
0210045556,classical,121.448325,31.364854
0210045557,classical,121.486158,31.260698
0210045555,classical,121.357417,31.094847
0210045558,classical,121.321151,31.316169
0210040003,classical,121.509805,31.260688
