bikeid,type,lon,lat
0100031081,classical,116.3192,40.029879
0100013929,classical,116.445209,39.935336
0100017813,classical,116.391026,39.947279
0100012862,classical,116.268089,39.88113
0100012860,classical,116.412728,39.845545
0100012861,classical,116.412511,39.91416
0100018186,classical,116.311803,39.78595
0100012703,classical,116.238089,39.868915
0100020432,classical,116.471863,39.855365
0100020433,classical,116.540183,39.90373
0100012178,classical,116.4787,40.003225
0100012179,classical,116.291804,40.085241
0100020436,classical,116.608733,39.921159
0100012702,classical,116.499646,39.865709
0100017414,classical,116.270123,40.011668
0100017415,classical,116.387485,39.889789
0100017416,classical,116.352506,39.907816
0100017417,classical,116.212928,39.90024
0100017410,classical,116.259505,39.884539
0100012171,classical,116.318876,39.844333
0100017412,classical,116.453354,39.907133
0100012173,classical,116.419244,39.852772
0100012700,classical,116.556161,39.962883
0100031015,classical,116.328841,39.994918
0100019359,classical,116.452021,40.019512
0100014278,classical,116.399797,39.810716
0100023523,classical,116.33238,40.06291
0100023522,classical,116.255466,39.847212
0100023521,classical,116.294739,39.990317
0100023520,classical,116.497485,39.97982
0100023526,classical,116.278311,40.069562
0100023525,classical,116.301258,40.040694
0100023524,classical,116.360686,39.828554
0100023528,classical,116.526383,39.860163
0100010824,classical,116.376303,39.909635
0100019607,classical,116.276223,39.868422
0100010826,classical,116.325718,39.8497
0100012357,classical,116.463065,39.927952
0100010820,classical,116.553008,39.872724
0100010821,classical,116.346167,39.898066
0100010822,classical,116.449027,40.016582
0100010828,classical,116.597526,39.883075
0100010829,classical,116.478338,39.861213
0100017494,classical,116.359287,39.908685
0100019604,classical,116.49971,39.865622
0100019350,classical,116.539423,39.862426
0100014948,classical,116.293986,39.875845
0100019352,classical,116.402737,39.994963
0100018003,classical,116.357033,40.02551
0100017493,classical,116.297886,39.818748
0100013052,classical,116.391615,39.874619
0100013721,classical,116.243622,39.967808
0100020298,classical,116.418847,39.896126
0100020299,classical,116.339806,39.781187
0100020294,classical,116.413487,39.970841
0100018558,classical,116.418669,40.061569
0100012547,classical,116.300414,39.847091
0100020297,classical,116.379026,39.954801
0100012541,classical,116.413662,40.01672
0100020292,classical,116.312139,39.825404
0100018559,classical,116.40658,39.894604
0100030026,classical,116.613181,39.859259
0100030027,classical,116.453667,39.904271
0100030024,classical,116.28389,40.033657
0100030023,classical,116.445467,39.890847
0100030021,classical,116.301744,39.968606
0100018005,classical,116.289177,39.961277
0100030029,classical,116.599294,39.929047
0100021217,classical,116.304881,39.988045
0100021740,classical,116.414041,40.121141
0100021742,classical,116.481042,39.99852
0100021213,classical,116.329303,39.878493
0100021744,classical,116.293455,39.958347
0100021747,classical,116.393716,39.987014
0100021746,classical,116.473727,39.959639
0100021749,classical,116.30594,39.826719
0100021218,classical,116.401272,39.802499
0100024534,classical,116.453379,39.914322
0100024536,classical,116.535897,39.930324
0100024531,classical,116.578747,39.92461
0100024530,classical,116.468213,39.993958
0100024533,classical,116.227633,39.898138
0100024539,classical,116.377714,39.999441
0100025918,classical,116.471424,39.958702
0100025919,classical,116.450437,39.9694
0100025911,classical,116.55012,39.928222
0100025912,classical,116.499494,39.926698
0100025914,classical,116.520298,39.871482
0100025915,classical,116.48779,39.884379
0100025916,classical,116.285265,39.823455
0100025917,classical,116.530365,39.931297
0100015700,classical,116.255931,39.975655
0100015258,classical,116.420963,39.798893
0100015259,classical,116.257081,40.047048
0100015704,classical,116.51095,39.862763
0100015705,classical,116.357789,39.966458
0100015254,classical,116.667688,39.898988
0100015255,classical,116.442588,39.858638
0100015708,classical,116.450717,39.832703
0100015709,classical,116.299421,40.041527
0100015251,classical,116.277975,39.883739
0100015252,classical,116.498191,39.893461
0100015253,classical,116.264442,39.840588
0100011012,classical,116.506816,39.901871
0100011013,classical,116.393276,39.895888
0100011010,classical,116.45161,39.905323
0100011011,classical,116.447069,39.969923
0100011016,classical,116.616487,39.924948
0100011017,classical,116.358943,39.838426
0100011014,classical,116.339398,39.955267
0100011018,classical,116.348864,39.975528
0100014257,classical,116.252611,39.865467
0100019376,classical,116.475408,39.810314
0100019375,classical,116.643894,39.911804
0100019374,classical,116.271874,39.888337
0100019373,classical,116.272414,40.01387
0100014252,classical,116.577732,39.916414
0100014251,classical,116.409598,39.939363
0100019370,classical,116.604076,39.908556
0100019379,classical,116.329163,39.799374
0100014258,classical,116.413507,40.031494
0100013704,classical,116.457882,39.871488
0100013705,classical,116.281929,40.024191
0100013706,classical,116.363037,39.982701
0100018027,classical,116.18763,40.038839
0100018020,classical,116.2937,40.105028
0100013701,classical,116.621859,39.959942
0100018022,classical,116.294472,40.084121
0100018531,classical,116.284778,39.873449
0100018028,classical,116.455427,39.87032
0100018029,classical,116.477769,39.877267
0100018538,classical,116.316808,40.091944
0100018539,classical,116.49169,39.864266
0100011381,classical,116.369727,39.977222
0100025663,classical,116.331466,40.030799
0100021964,classical,116.463489,39.956259
0100021966,classical,116.664529,39.88437
0100021961,classical,116.413533,40.06586
0100021960,classical,116.433228,40.074258
0100021963,classical,116.469188,39.992174
0100021968,classical,116.668341,39.887294
0100022249,classical,116.517114,39.902809
0100022248,classical,116.300387,39.965502
0100022245,classical,116.376069,39.909325
0100022244,classical,116.305248,39.91551
0100022247,classical,116.305234,39.986699
0100022246,classical,116.252848,39.909035
0100022241,classical,116.657028,39.910369
0100022240,classical,116.633892,39.906546
0100022243,classical,116.520423,39.89323
0100022242,classical,116.580094,39.922325
0100019952,classical,116.305343,39.984528
0100019951,classical,116.23064,39.932816
0100019950,classical,116.411537,39.910274
0100019957,classical,116.303978,39.836045
0100019955,classical,116.412331,39.849175
0100019954,classical,116.488256,39.998063
0100019959,classical,116.273546,39.903175
0100019958,classical,116.601194,39.925847
0100011888,classical,116.464098,39.907839
0100017629,classical,116.293832,39.875863
0100017628,classical,116.368004,40.040071
0100017622,classical,116.281165,39.87405
0100017621,classical,116.473016,39.893528
0100017620,classical,116.459283,39.806264
0100017627,classical,116.495018,39.996166
0100017625,classical,116.543148,39.86885
0100017624,classical,116.307947,39.93119
0100011514,classical,116.464286,39.954966
0100010055,classical,116.294182,40.073209
0100010057,classical,116.267326,40.051468
0100010051,classical,116.249686,40.06105
0100010050,classical,116.273469,40.041994
0100017519,classical,116.414735,40.061032
0100010052,classical,116.497792,39.91582
0100010059,classical,116.348372,39.794068
0100014820,classical,116.39846,39.849176
0100014821,classical,116.431624,39.869394
0100014822,classical,116.483561,39.819534
0100024336,classical,116.448352,39.903785
0100014828,classical,116.601435,39.916799
0100021150,classical,116.410217,39.916382
0100025106,classical,116.35157,40.0087
0100025105,classical,116.368726,40.079301
0100021185,classical,116.310162,39.95076
0100021153,classical,116.357231,40.005856
0100025103,classical,116.492123,39.893335
0100021627,classical,116.290727,39.998141
0100040450,lite,116.392415,39.908272
0100021156,classical,116.356477,40.042782
0100030615,classical,116.331251,40.008012
0100030617,classical,116.324804,39.98454
0100025100,classical,116.464938,39.918563
0100030611,classical,116.327144,39.982297
0100017768,classical,116.411141,39.922888
0100016676,classical,116.306099,39.997305
0100040325,lite,116.41771,39.938943
0100010298,classical,116.469217,39.991775
0100017763,classical,116.300827,39.997369
0100040329,lite,116.374165,40.021444
0100030925,classical,116.303603,40.000669
0100030924,classical,116.431875,39.990417
0100030928,classical,116.470397,39.992051
0100017518,classical,116.388285,39.992703
0100016282,classical,116.374606,40.061782
0100016283,classical,116.349246,39.982148
0100016281,classical,116.379671,39.963452
0100016286,classical,116.312739,39.989047
0100011839,classical,116.435672,39.928434
0100016284,classical,116.342703,39.994814
0100016285,classical,116.46837,40.046523
0100011834,classical,116.369705,39.980057
0100011835,classical,116.397585,40.083143
0100011831,classical,116.294617,39.896711
0100023031,classical,116.42099,39.976958
0100031692,classical,116.316501,39.976131
0100031693,classical,116.316297,39.976148
0100031697,classical,116.479076,39.987021
0100031694,classical,116.316514,39.976153
0100019671,classical,116.345226,40.080567
0100023743,classical,116.361467,40.071369
0100023034,classical,116.411306,39.9393
0100014499,classical,116.422462,39.88744
0100023037,classical,116.311752,39.956762
0100013889,classical,116.550152,39.88102
0100023959,classical,116.312734,39.986457
0100023952,classical,116.689019,39.902262
0100023953,classical,116.399454,39.861193
0100013881,classical,116.340304,39.815102
0100023951,classical,116.301784,39.934631
0100023956,classical,116.473968,39.918249
0100023957,classical,116.601257,39.887743
0100013885,classical,116.399425,39.861595
0100023955,classical,116.476567,39.953335
0100031524,classical,116.351455,39.986283
0100031520,classical,116.327351,40.05257
0100031523,classical,116.321449,40.075862
0100014205,classical,116.533631,39.881835
0100019971,classical,116.410674,39.925445
0100024322,classical,116.27552,40.045568
0100020359,classical,116.369947,39.982249
0100020358,classical,116.226268,39.889979
0100020609,classical,116.432411,39.921956
0100020608,classical,116.288877,40.082213
0100020607,classical,116.266516,39.914913
0100024985,classical,116.188852,40.068102
0100024986,classical,116.254437,39.93378
0100020356,classical,116.482823,39.996683
0100020603,classical,116.315701,40.037175
0100019973,classical,116.261783,40.220882
0100024982,classical,116.376518,39.83178
0100021002,classical,116.410062,40.061248
0100021003,classical,116.208211,39.890727
0100025053,classical,116.240857,40.077636
0100025052,classical,116.319245,40.064222
0100025055,classical,116.327103,39.984372
0100025054,classical,116.487203,39.886539
0100025057,classical,116.265275,40.031127
0100025056,classical,116.579147,39.923986
0100021554,classical,116.418042,40.038641
0100021555,classical,116.46649,39.982523
0100021556,classical,116.179726,40.057285
0100021009,classical,116.335026,40.071488
0100021551,classical,116.363014,40.022076
0100014497,classical,116.507534,39.982429
0100019976,classical,116.430133,39.805047
0100010613,classical,116.231376,39.894093
0100010612,classical,116.405249,40.005511
0100010610,classical,116.301754,39.824129
0100010617,classical,116.658284,39.902105
0100010615,classical,116.541639,39.882681
0100010619,classical,116.344049,39.801332
0100010618,classical,116.420976,40.057242
0100014207,classical,116.535155,39.922464
0100024184,classical,116.487505,39.887186
0100012287,classical,116.316119,39.848338
0100024186,classical,116.322961,39.896348
0100024187,classical,116.25021,39.9169
0100012282,classical,116.486432,39.919644
0100024182,classical,116.508695,39.904132
0100024183,classical,116.343378,39.839343
0100015063,classical,116.414132,39.860426
0100015060,classical,116.495829,39.982515
0100024188,classical,116.376927,39.844225
0100015065,classical,116.334576,39.814926
0100012289,classical,116.468414,39.993444
0100025275,classical,116.468233,40.043138
0100025274,classical,116.497616,39.909051
0100025277,classical,116.561884,40.017588
0100025270,classical,116.361217,39.974903
0100025273,classical,116.503053,39.994409
0100014629,classical,116.472111,39.807994
0100030534,classical,116.465382,39.898865
0100025279,classical,116.428907,40.005705
0100014620,classical,116.444563,39.961181
0100023254,classical,116.283456,40.039465
0100023257,classical,116.294957,40.094599
0100010538,classical,116.483376,39.832281
0100010539,classical,116.571251,39.977058
0100010536,classical,116.124319,39.958029
0100010537,classical,116.255439,39.84514
0100010534,classical,116.409319,40.053943
0100023256,classical,116.234205,39.94496
0100010532,classical,116.322014,39.825544
0100010533,classical,116.260439,39.914297
0100010531,classical,116.41863,39.945736
0100020979,classical,116.234234,39.919728
0100018709,classical,116.300321,39.829875
0100018708,classical,116.240483,39.900546
0100010933,classical,116.455471,39.868498
0100020971,classical,116.315409,40.001727
0100020970,classical,116.68087,39.895171
0100012752,classical,116.294326,40.094413
0100012753,classical,116.504305,39.895381
0100020975,classical,116.453238,39.925356
0100012755,classical,116.322059,40.101535
0100018703,classical,116.633601,39.942766
0100020976,classical,116.355312,40.046246
0100015399,classical,116.50078,39.858007
0100015394,classical,116.31262,39.898686
0100015397,classical,116.388182,39.899602
0100015390,classical,116.329968,39.799734
0100015393,classical,116.40106,39.786848
0100010937,classical,116.415959,39.831897
0100019039,classical,116.227595,40.030483
0100019034,classical,116.540658,39.925954
0100019036,classical,116.295103,39.992482
0100019030,classical,116.545854,39.882718
0100019031,classical,116.386966,39.846824
0100022586,classical,116.259878,39.975075
0100022587,classical,116.355302,40.046339
0100022584,classical,116.356569,40.042776
0100022585,classical,116.487088,39.887957
0100022582,classical,116.557678,39.970818
0100010285,classical,116.356419,40.042736
0100010286,classical,116.264629,39.913444
0100010287,classical,116.236375,39.848995
0100010288,classical,116.503787,39.865412
0100022588,classical,116.35948,39.913797
0100022589,classical,116.641635,39.876091
0100025589,classical,116.575575,39.904854
0100014318,classical,116.432105,39.894018
0100025583,classical,116.605,39.944909
0100025582,classical,116.508707,39.957512
0100025581,classical,116.462307,39.949589
0100025580,classical,116.275548,40.002337
0100025585,classical,116.352161,40.008662
0100022058,classical,116.634804,39.906315
0100016365,classical,116.429803,39.833126
0100022728,classical,116.360949,39.915608
0100022729,classical,116.465115,39.900479
0100022722,classical,116.534396,39.866836
0100022051,classical,116.349555,39.929063
0100022052,classical,116.312193,40.037653
0100022053,classical,116.401799,40.153667
0100022726,classical,116.421356,40.117737
0100024933,classical,116.368639,39.8706
0100022056,classical,116.619434,39.925037
0100022057,classical,116.63257,39.906676
0100024932,classical,116.30355,39.991054
0100013399,classical,116.346608,39.982444
0100013398,classical,116.365649,40.117789
0100013397,classical,116.367118,39.954311
0100013392,classical,116.54069,39.925913
0100013390,classical,116.374433,39.979298
0100015939,classical,116.50683,39.901945
0100015938,classical,116.358198,39.808418
0100011403,classical,116.442566,39.808701
0100015931,classical,116.403175,39.93407
0100015930,classical,116.577063,39.923866
0100015933,classical,116.534371,40.044367
0100024936,classical,116.476433,39.910093
0100012891,classical,116.47864,40.006229
0100015937,classical,116.371585,39.863449
0100015936,classical,116.468188,39.856051
0100011228,classical,116.402256,39.856448
0100012890,classical,116.481962,39.815283
0100011221,classical,116.738703,39.905744
0100011220,classical,116.356475,39.932096
0100011223,classical,116.429795,39.833141
0100011222,classical,116.413478,40.045232
0100011225,classical,116.346268,39.901092
0100012896,classical,116.449899,39.943615
0100016871,classical,116.375789,39.968198
0100016706,classical,116.313077,40.092944
0100016873,classical,116.354681,40.046429
0100016872,classical,116.379817,39.843153
0100016875,classical,116.459279,40.086242
0100016874,classical,116.291228,40.09381
0100016701,classical,116.321297,39.951914
0100016879,classical,116.435776,39.913606
0100011409,classical,116.411192,39.917097
0100017606,classical,116.371462,39.908772
0100016708,classical,116.435918,40.052204
0100013573,classical,116.471335,39.844628
0100013572,classical,116.291846,40.087709
0100013571,classical,116.375261,39.803638
0100013570,classical,116.448991,39.846198
0100013575,classical,116.359362,39.876625
0100013574,classical,116.287181,40.039615
0100013579,classical,116.486439,39.971058
0100013540,classical,116.2735,40.041995
0100013541,classical,116.519075,39.912547
0100013546,classical,116.355185,39.839715
0100018955,classical,116.431932,39.81877
0100031065,classical,116.51907,39.966877
0100031064,classical,116.318235,40.033926
0100014188,classical,116.457029,39.92838
0100024126,classical,116.499978,39.984873
0100019837,classical,116.2421,40.078109
0100023093,classical,116.27446,40.029854
0100023092,classical,116.407309,40.066
0100023723,classical,116.267019,39.942916
0100023090,classical,116.419388,39.797044
0100023097,classical,116.259976,39.975077
0100023096,classical,116.298972,40.04902
0100023727,classical,116.296162,40.050298
0100023094,classical,116.399146,40.124421
0100023729,classical,117.097458,39.402087
0100023728,classical,116.344937,40.067907
0100023099,classical,116.417072,39.827755
0100023098,classical,116.283586,40.039414
0100015827,classical,116.429308,39.832865
0100015350,classical,116.477813,39.996395
0100012116,classical,116.348135,39.946721
0100012117,classical,116.222512,39.875551
0100017474,classical,116.300099,39.772582
0100012115,classical,116.328066,39.995156
0100012112,classical,116.339463,39.792511
0100017470,classical,116.450802,39.804266
0100015355,classical,116.465051,40.004715
0100012118,classical,116.282703,39.827547
0100017479,classical,116.276334,39.870693
0100023545,classical,116.304332,40.06384
0100023544,classical,116.315371,40.090046
0100023546,classical,116.399512,39.858799
0100023541,classical,116.354629,39.944747
0100023540,classical,116.36234,39.988956
0100023543,classical,116.452132,39.872955
0100010849,classical,116.445838,39.973621
0100010846,classical,116.259633,39.842993
0100010845,classical,116.271365,39.846475
0100023549,classical,116.421727,39.947028
0100023548,classical,116.43934,39.896528
0100010840,classical,116.322817,39.786786
0100010841,classical,116.515518,39.903695
